Amount of Vertices: 101
x: 0.0000, y: 0.0000, z: 0.0000, r: -0.0000, g: 1.0000, b: 1.0000 
x: 0.4534, y: 0.2618, z: 0.5236, r: -0.0523, g: 1.0000, b: 0.9945 
x: 0.5236, y: 0.9069, z: 1.0472, r: -0.1045, g: 1.0000, b: 0.9781 
x: -0.0000, y: 1.5708, z: 1.5708, r: -0.1564, g: 1.0000, b: 0.9511 
x: -1.0472, y: 1.8138, z: 2.0944, r: -0.2079, g: 1.0000, b: 0.9135 
x: -2.2672, y: 1.3090, z: 2.6180, r: -0.2588, g: 1.0000, b: 0.8660 
x: -3.1416, y: 0.0000, z: 3.1416, r: -0.3090, g: 1.0000, b: 0.8090 
x: -3.1741, y: -1.8326, z: 3.6652, r: -0.3584, g: 1.0000, b: 0.7431 
x: -2.0944, y: -3.6276, z: 4.1888, r: -0.4067, g: 1.0000, b: 0.6691 
x: -0.0000, y: -4.7124, z: 4.7124, r: -0.4540, g: 1.0000, b: 0.5878 
x: 2.6180, y: -4.5345, z: 5.2360, r: -0.5000, g: 1.0000, b: 0.5000 
x: 4.9879, y: -2.8798, z: 5.7596, r: -0.5446, g: 1.0000, b: 0.4067 
x: 6.2832, y: -0.0000, z: 6.2832, r: -0.5878, g: 1.0000, b: 0.3090 
x: 5.8949, y: 3.4034, z: 6.8068, r: -0.6293, g: 1.0000, b: 0.2079 
x: 3.6652, y: 6.3483, z: 7.3304, r: -0.6691, g: 1.0000, b: 0.1045 
x: 0.0000, y: 7.8540, z: 7.8540, r: -0.7071, g: 1.0000, b: 0.0000 
x: -4.1888, y: 7.2552, z: 8.3776, r: -0.7431, g: 1.0000, b: -0.1045 
x: -7.7086, y: 4.4506, z: 8.9012, r: -0.7771, g: 1.0000, b: -0.2079 
x: -9.4248, y: 0.0000, z: 9.4248, r: -0.8090, g: 1.0000, b: -0.3090 
x: -8.6156, y: -4.9742, z: 9.9484, r: -0.8387, g: 1.0000, b: -0.4067 
x: -5.2360, y: -9.0690, z: 10.4720, r: -0.8660, g: 1.0000, b: -0.5000 
x: -0.0000, y: -10.9956, z: 10.9956, r: -0.8910, g: 1.0000, b: -0.5878 
x: 5.7596, y: -9.9759, z: 11.5192, r: -0.9135, g: 1.0000, b: -0.6691 
x: 10.4293, y: -6.0214, z: 12.0428, r: -0.9336, g: 1.0000, b: -0.7431 
x: 12.5664, y: -0.0000, z: 12.5664, r: -0.9511, g: 1.0000, b: -0.8090 
x: 11.3363, y: 6.5450, z: 13.0900, r: -0.9659, g: 1.0000, b: -0.8660 
x: 6.8068, y: 11.7897, z: 13.6136, r: -0.9781, g: 1.0000, b: -0.9135 
x: 0.0000, y: 14.1372, z: 14.1372, r: -0.9877, g: 1.0000, b: -0.9511 
x: -7.3304, y: 12.6966, z: 14.6608, r: -0.9945, g: 1.0000, b: -0.9781 
x: -13.1500, y: 7.5922, z: 15.1844, r: -0.9986, g: 1.0000, b: -0.9945 
x: -15.7080, y: 0.0000, z: 15.7080, r: -1.0000, g: 1.0000, b: -1.0000 
x: -14.0570, y: -8.1157, z: 16.2316, r: -0.9986, g: 1.0000, b: -0.9945 
x: -8.3776, y: -14.5104, z: 16.7552, r: -0.9945, g: 1.0000, b: -0.9781 
x: -0.0000, y: -17.2788, z: 17.2788, r: -0.9877, g: 1.0000, b: -0.9511 
x: 8.9012, y: -15.4173, z: 17.8024, r: -0.9781, g: 1.0000, b: -0.9135 
x: 15.8708, y: -9.1630, z: 18.3260, r: -0.9659, g: 1.0000, b: -0.8660 
x: 18.8496, y: 0.0000, z: 18.8496, r: -0.9511, g: 1.0000, b: -0.8090 
x: 16.7776, y: 9.6866, z: 19.3732, r: -0.9336, g: 1.0000, b: -0.7431 
x: 9.9483, y: 17.2311, z: 19.8968, r: -0.9135, g: 1.0000, b: -0.6691 
x: -0.0001, y: 20.4204, z: 20.4204, r: -0.8910, g: 1.0000, b: -0.5878 
x: -10.4721, y: 18.1379, z: 20.9440, r: -0.8660, g: 1.0000, b: -0.5000 
x: -18.5915, y: 10.7337, z: 21.4676, r: -0.8387, g: 1.0000, b: -0.4067 
x: -21.9912, y: -0.0002, z: 21.9912, r: -0.8090, g: 1.0000, b: -0.3090 
x: -19.4983, y: -11.2575, z: 22.5148, r: -0.7771, g: 1.0000, b: -0.2079 
x: -11.5190, y: -19.9519, z: 23.0384, r: -0.7431, g: 1.0000, b: -0.1045 
x: 0.0002, y: -23.5620, z: 23.5620, r: -0.7071, g: 1.0000, b: 0.0000 
x: 12.0430, y: -20.8586, z: 24.0856, r: -0.6691, g: 1.0000, b: 0.1045 
x: 21.3123, y: -12.3043, z: 24.6092, r: -0.6293, g: 1.0000, b: 0.2079 
x: 25.1328, y: 0.0003, z: 25.1328, r: -0.5878, g: 1.0000, b: 0.3090 
x: 22.2189, y: 12.8285, z: 25.6564, r: -0.5446, g: 1.0000, b: 0.4067 
x: 13.0897, y: 22.6727, z: 26.1800, r: -0.5000, g: 1.0000, b: 0.5000 
x: -0.0004, y: 26.7036, z: 26.7036, r: -0.4540, g: 1.0000, b: 0.5878 
x: -13.6139, y: 23.5792, z: 27.2272, r: -0.4067, g: 1.0000, b: 0.6691 
x: -24.0331, y: 13.8750, z: 27.7508, r: -0.3584, g: 1.0000, b: 0.7431 
x: -28.2744, y: -0.0005, z: 28.2744, r: -0.3090, g: 1.0000, b: 0.8090 
x: -24.9395, y: -14.3994, z: 28.7980, r: -0.2588, g: 1.0000, b: 0.8660 
x: -14.6603, y: -25.3935, z: 29.3216, r: -0.2079, g: 1.0000, b: 0.9135 
x: 0.0006, y: -29.8451, z: 29.8451, r: -0.1564, g: 1.0000, b: 0.9511 
x: 15.1849, y: -26.2998, z: 30.3687, r: -0.1045, g: 1.0000, b: 0.9781 
x: 26.7539, y: -15.4456, z: 30.8923, r: -0.0523, g: 1.0000, b: 0.9945 
x: 31.4159, y: 0.0007, z: 31.4159, r: 0.0000, g: 1.0000, b: 1.0000 
x: 27.6601, y: 15.9704, z: 31.9395, r: 0.0523, g: 1.0000, b: 0.9945 
x: 16.2310, y: 28.1143, z: 32.4631, r: 0.1045, g: 1.0000, b: 0.9781 
x: -0.0007, y: 32.9867, z: 32.9867, r: 0.1564, g: 1.0000, b: 0.9511 
x: -16.7558, y: 29.0205, z: 33.5103, r: 0.2079, g: 1.0000, b: 0.9135 
x: -29.4746, y: 17.0164, z: 34.0339, r: 0.2588, g: 1.0000, b: 0.8660 
x: -34.5575, y: -0.0006, z: 34.5575, r: 0.3090, g: 1.0000, b: 0.8090 
x: -30.3809, y: -17.5411, z: 35.0811, r: 0.3584, g: 1.0000, b: 0.7431 
x: -17.8019, y: -30.8349, z: 35.6047, r: 0.4067, g: 1.0000, b: 0.6691 
x: 0.0005, y: -36.1283, z: 36.1283, r: 0.4540, g: 1.0000, b: 0.5878 
x: 18.3264, y: -31.7413, z: 36.6519, r: 0.5000, g: 1.0000, b: 0.5000 
